station_id,station_name,series_ticker,event_ticker,market_date,winning_ticker,yes_sub_title,no_sub_title,result,close_time,volume_fp
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR16,2026-04-16,KXHIGHNY-26APR16-B88.5,88° to 89°,88° to 89°,yes,2026-04-17T04:59:00Z,64028.45
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR16,2026-04-16,KXHIGHTOKC-26APR16-B84.5,84° to 85°,84° to 85°,yes,2026-04-17T06:00:00Z,6589.43
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR16,2026-04-16,KXHIGHCHI-26APR16-B74.5,74° to 75°,74° to 75°,yes,2026-04-17T05:59:00Z,24697.88
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR16,2026-04-16,KXHIGHPHIL-26APR16-B91.5,91° to 92°,91° to 92°,yes,2026-04-17T04:59:00Z,11049.60
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR16,2026-04-16,KXHIGHTPHX-26APR16-B88.5,88° to 89°,88° to 89°,yes,2026-04-17T07:00:00Z,25007.28
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR16,2026-04-16,KXHIGHTSATX-26APR16-B88.5,88° to 89°,88° to 89°,yes,2026-04-17T06:00:00Z,12218.79
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR16,2026-04-16,KXHIGHTSEA-26APR16-B56.5,56° to 57°,56° to 57°,yes,2026-04-17T08:00:00Z,12385.72
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR16,2026-04-16,KXHIGHTSFO-26APR16-B67.5,67° to 68°,67° to 68°,yes,2026-04-17T08:00:00Z,9538.54
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR17,2026-04-17,KXHIGHTATL-26APR17-B90.5,90° to 91°,90° to 91°,yes,2026-04-18T05:00:00Z,23343.36
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR17,2026-04-17,KXHIGHAUS-26APR17-B89.5,89° to 90°,89° to 90°,yes,2026-04-18T05:59:00Z,21131.21
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR17,2026-04-17,KXHIGHTBOS-26APR17-T65,64° or below,64° or below,yes,2026-04-18T05:00:00Z,10144.20
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR17,2026-04-17,KXHIGHTDC-26APR17-B81.5,81° to 82°,81° to 82°,yes,2026-04-18T05:00:00Z,5324.19
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR17,2026-04-17,KXHIGHDEN-26APR17-T50,49° or below,49° or below,yes,2026-04-18T06:59:00Z,70721.39
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR17,2026-04-17,KXHIGHTDAL-26APR17-B82.5,82° to 83°,82° to 83°,yes,2026-04-18T06:00:00Z,13683.42
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR17,2026-04-17,KXHIGHTHOU-26APR17-B84.5,84° to 85°,84° to 85°,yes,2026-04-18T06:00:00Z,6968.90
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR17,2026-04-17,KXHIGHTLV-26APR17-B68.5,68° to 69°,68° to 69°,yes,2026-04-18T08:00:00Z,12969.26
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR17,2026-04-17,KXHIGHLAX-26APR17-T78,77° or below,77° or below,yes,2026-04-18T07:59:00Z,171230.07
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR17,2026-04-17,KXHIGHMIA-26APR17-B84.5,84° to 85°,84° to 85°,yes,2026-04-18T04:59:00Z,44729.50
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR17,2026-04-17,KXHIGHTMIN-26APR17-B67.5,67° to 68°,67° to 68°,yes,2026-04-18T06:00:00Z,16189.84
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR17,2026-04-17,KXHIGHTNOLA-26APR17-B82.5,82° to 83°,82° to 83°,yes,2026-04-18T06:00:00Z,10547.37
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR17,2026-04-17,KXHIGHNY-26APR17-B81.5,81° to 82°,81° to 82°,yes,2026-04-18T04:59:00Z,74964.89
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR17,2026-04-17,KXHIGHTOKC-26APR17-T78,77° or below,77° or below,yes,2026-04-18T06:00:00Z,7994.46
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR17,2026-04-17,KXHIGHCHI-26APR17-B81.5,81° to 82°,81° to 82°,yes,2026-04-18T05:59:00Z,41327.89
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR17,2026-04-17,KXHIGHPHIL-26APR17-B82.5,82° to 83°,82° to 83°,yes,2026-04-18T04:59:00Z,13319.25
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR17,2026-04-17,KXHIGHTPHX-26APR17-B87.5,87° to 88°,87° to 88°,yes,2026-04-18T07:00:00Z,19086.33
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR17,2026-04-17,KXHIGHTSATX-26APR17-B91.5,91° to 92°,91° to 92°,yes,2026-04-18T06:00:00Z,9933.29
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR17,2026-04-17,KXHIGHTSEA-26APR17-B55.5,55° to 56°,55° to 56°,yes,2026-04-18T08:00:00Z,10644.20
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR17,2026-04-17,KXHIGHTSFO-26APR17-B70.5,70° to 71°,70° to 71°,yes,2026-04-18T08:00:00Z,11667.61
